id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
ark://27927/phx3js8sv4r,Knowledge sharing through virtual teams across borders and boundaries,Management Learning,2011,10.1177/1350507610389685,article,portico,01/09/2011,4,42,http://doi.org/10.1177/1350507610389685,Risto Rajala; Olli-Pekka Kauppila; Bart van den Hooff; Peter van Baalen; Juani Swart; Annukka Jyr√§m√§,SAGE Publications,eng,395,418,,13405,24,unigram; bigram; trigram
http://www.jstor.org/stable/41410259,Rotating Leadership and Collaborative Innovation: Recombination Processes in Symbiotic Relationships,Administrative Science Quarterly,2011,,article,jstor,01/06/2011,2,56,http://www.jstor.org/stable/41410259,Jason P. Davis; Kathleen M. Eisenhardt,"Sage Publications, Inc.",eng,159,201,,20435,43,unigram; bigram; trigram
ark://27927/pgj2chx157q,Key issues and challenges in e - EEÄ - EEgovernment development,Information Technology & People,2012,10.1108/09593841211278794,article,portico,09/11/2012,4,25,http://doi.org/10.1108/09593841211278794,"FangZhao,AnnibalJos√© Scavarda,Marie - EEÄ - EEFranceWaxin",Emerald Group Publishing,eng,395,422,,18040,28,unigram; bigram; trigram
http://www.jstor.org/stable/10.7249/j.ctt5hhtpz.13,Appendix G.,The Future of Mobility,2013,,chapter,jstor,01/01/2013,,,http://www.jstor.org/stable/10.7249/j.ctt5hhtpz.13,Peter Brownell; Thomas Light; Paul Sorensen; Constantine Samaras; Nidhi Kalra; Jan Osburg,,eng,107,137,,11452,31,unigram; bigram; trigram; fullText
ark://27927/pgjrgwtp4r,Crowdsourcing Public Opinion Using Urban Pervasive Technologies: Lessons From Real - EEÄ - EELife Experiments in Oulu,Policy & Internet,2015,10.1002/poi3.90,article,portico,01/06/2015,2,7,http://doi.org/10.1002/poi3.90,Simo Hosio; Jorge Goncalves; Vassilis Kostakos; Jukka Riekki,"John Wiley & Sons, Inc.",eng,203,222,,9580,20,unigram; bigram; trigram
ark://27927/phx27vshvs5,A mandarin text - EEÄ - EEto - EEÄ - EEspeech technique implemented on a PIC - EEÄ - EEbased microcontroller platform,IEEJ Transactions on Electrical and Electronic Engineering,2016,10.1002/tee.22327,article,portico,01/12/2016,S2,11,http://doi.org/10.1002/tee.22327,Cheng - EEÄ - EEYu Yeh; Chih - EEÄ - EEHsuan Chang,"John Wiley & Sons, Inc.",eng,S60,S64,,3938,5,unigram; bigram; trigram
ark://27927/pgj2d3th93d,ERP in clouds or still below,Journal of Systems and Information Technology,2014,10.1108/JSIT-05-2013-0016,article,portico,04/03/2014,1,16,http://doi.org/10.1108/JSIT-05-2013-0016,GrubisicIgor,Emerald Group Publishing,eng,62,76,,6399,15,unigram; bigram; trigram
ark://27927/phx4kwzvxxc,Rotating Leadership and Collaborative Innovation,Administrative Science Quarterly,2011,10.1177/0001839211428131,article,portico,01/06/2011,2,56,http://doi.org/10.1177/0001839211428131,Kathleen M. Eisenhardt; Jason P. Davis,SAGE Publications,eng,159,201,,19802,43,unigram; bigram; trigram
ark://27927/pbd187sj6z4,"Transparency: Changing the Accountability, Engagement, and Effectiveness of Aid",Catalyzing Development,2011,,chapter,portico,01/01/2011,,,,Homi Kharas; Koji Makino; Woojin Jung,Brookings Institution Press,eng,233,259,,11271,27,unigram; bigram; trigram
ark://27927/phx3pgr4971,The Elements of a Hand Held Device for Nurse Access to Home Healthcare Monitors,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,2010,10.1177/154193121005401946,article,portico,01/09/2010,19,54,http://doi.org/10.1177/154193121005401946,Cameron Brackett; John Beane; Jason A. Telner; Liana Kiff; Greg Lillegard,SAGE Publications,eng,1576,1580,,2689,5,unigram; bigram; trigram
ark://27927/phw1p7rx4w4,Big Data and International Relations,Ethics & International Affairs,2015,10.1017/S0892679415000362,article,portico,11/12/2015,4,29,http://doi.org/10.1017/S0892679415000362,Andrej Zwitter,Cambridge University Press,eng,377,389,,5018,13,unigram; bigram; trigram
ark://27927/pgk11vcmwwd,Compiling Vector Pascal to the XeonPhi,Concurrency and Computation: Practice and Experience,2015,10.1002/cpe.3509,article,portico,10/12/2015,17,27,http://doi.org/10.1002/cpe.3509,Mozhgan Chimeh; Paul Cockshott; Ashkan Tousimojarad; Susanne B. Oehler; Tian Xu,"John Wiley & Sons, Inc.",eng,5060,5075,,8230,16,unigram; bigram; trigram
http://www.jstor.org/stable/43548512,Home Sweet Utopia,ASEE Prism,2013,,article,jstor,01/02/2013,6,22,http://www.jstor.org/stable/43548512,LUCILLE CRAFT,American Society for Engineering Education,eng,26,30,,1789,5,unigram; bigram; trigram
ark://27927/phx3pdpm42q,Touching numbers,Anthropological Theory,2010,10.1177/1463499609365386,article,portico,01/03/2010,01-Feb,10,http://doi.org/10.1177/1463499609365386,Sophia Davis; Catherine Eagleton,SAGE Publications,eng,192,197,,2677,6,unigram; bigram; trigram
ark://27927/phx60rcppfk,Citizens - EEÄ - EE perceptions of government - EEÄ - EEs participatory use of social media,"Transforming Government: People, Process and Policy",2017,10.1108/TG-09-2016-0056,article,portico,15/05/2017,2,11,http://doi.org/10.1108/TG-09-2016-0056,Al-Harthi Ibrahim; Al-Salti Zahran; AlHinai Yousuf; Al-Aufi Ali Saif; Al-Badi Ali,Emerald Group Publishing,eng,174,194,,10635,21,unigram; bigram; trigram
ark://27927/pbd82kqd9p,3 The LINC Revolution: The Forgotten Biomedical Origins of Personal Computing ,Biomedical Computing,2012,,chapter,portico,01/01/2012,,,,"November, Joseph A.",The Johns Hopkins University Press,eng,124,170,,19073,47,unigram; bigram; trigram
ark://27927/pgj2cb9v23d,Infrastructure investment and its performance in Africa over the course of the twentieth century,International Journal of Social Economics,2010,10.1108/03068291011055450,article,portico,08/06/2010,7,37,http://doi.org/10.1108/03068291011055450,JohnLuiz,Emerald Group Publishing,eng,512,536,,14331,25,unigram; bigram; trigram
ark://27927/pgh2cpvcws3,SHAPING TOMORROW,Business Strategy Review,2014,10.1111/j.1467-8616.2014.01111.x,article,portico,01/12/2014,4,25,http://doi.org/10.1111/j.1467-8616.2014.01111.x,Des Dearlove; Stuart Crainer,"John Wiley & Sons, Inc.",eng,8,13,,3170,6,unigram; bigram; trigram
ark://27927/pgj2wxq4775,Making Open Access work,Online Information Review,2015,10.1108/OIR-05-2015-0167,article,portico,14/09/2015,5,39,http://doi.org/10.1108/OIR-05-2015-0167,StephenPinfield ProfessorG.E. Gorman and Professor Jennifer Rowley,Emerald Group Publishing,eng,604,636,,15726,33,unigram; bigram; trigram
ark://27927/phz8c0c0gn6,Four Materials Stories from Display Week 2016,Information Display,2016,10.1002/j.2637-496X.2016.tb00934.x,article,portico,01/09/2016,5,32,http://doi.org/10.1002/j.2637-496X.2016.tb00934.x,Ken Werner,"John Wiley & Sons, Inc.",eng,18,24,,4845,7,unigram; bigram; trigram
ark://27927/phzwd78gq7,e - EEÄ - EEGovernment Implementation Challenges in Malaysia and South Korea: A Comparative Study,The Electronic Journal of Information Systems in Developing Countries,2017,10.1002/j.1681-4835.2017.tb00591.x,article,portico,01/05/2017,1,80,http://doi.org/10.1002/j.1681-4835.2017.tb00591.x,Razlini Mohd Ramli,"John Wiley & Sons, Inc.",eng,1,26,,12902,26,unigram; bigram; trigram
ark://27927/phxwp1q7x1,2. Origins of E-Government,FastLane,2015,,chapter,portico,01/01/2015,,,,Thomas J. Misa; Jeffrey R. Yost,The Johns Hopkins University Press,eng,17,36,,8002,20,unigram; bigram; trigram
http://www.jstor.org/stable/24854379,DOD intends to establish new data center closure team this fall,Inside the Navy,2016,,article,jstor,29/08/2016,34,29,http://www.jstor.org/stable/24854379,Jordana Mishory,Inside Washington Publishers,eng,9,10,,1575,2,unigram; bigram; trigram
ark://27927/pbd818bftw,4. Networks and the Social Imagination,The Net Effect,2011,,chapter,portico,01/01/2011,,,,"Streeter, Thomas",NYU Press,eng,93,118,,12341,26,unigram; bigram; trigram
ark://27927/pgg1mxvh69v,Personal information management: From information consumption to curation,Annual Review of Information Science and Technology,2011,10.1002/aris.2011.1440450108,article,portico,01/01/2011,1,45,http://doi.org/10.1002/aris.2011.1440450108,Steve Whittaker,"John Wiley & Sons, Inc.",eng,1,62,,27581,62,unigram; bigram; trigram
ark://27927/phxd606vc5,What Works: A Systems Approach to Employee Performance in Strengthening Information Security,Performance Improvement,2016,10.1002/pfi.21614,article,portico,01/09/2016,8,55,http://doi.org/10.1002/pfi.21614,Lisa Kahle - EEÄ - EEPiasecki; Matthew E. Ritzman,"John Wiley & Sons, Inc.",eng,17,22,,3362,6,unigram; bigram; trigram
ark://27927/phzwd6m4qg,"Does Public Access Computing Really Contribute to Community Development? Lessons from Libraries, Telecentres and Cybercaf√©s in Colombia",The Electronic Journal of Information Systems in Developing Countries,2011,10.1002/j.1681-4835.2011.tb00346.x,article,portico,01/11/2011,1,49,http://doi.org/10.1002/j.1681-4835.2011.tb00346.x,Ricardo Gomez; Luis Fernando Baron - EEÄ - EEPorras,"John Wiley & Sons, Inc.",eng,1,11,,5939,11,unigram; bigram; trigram
ark://27927/phz9qb4bf05,Straddling the crevasse: A review of microservice software architecture foundations and recent advancements,Software: Practice and Experience,2019,10.1002/spe.2729,article,portico,01/10/2019,10,49,http://doi.org/10.1002/spe.2729,K. Chandrasekaran; Christina Terese Joseph,"John Wiley & Sons, Inc.",eng,1448,1484,,25658,37,unigram; bigram; trigram
ark://27927/phx4jvx96n4,THE EFFECTS OF TAIWAN DIRECT INVESTMENT IN CHINA ON TAIWAN,Global Journal of Business Research,2011,,article,portico,01/06/2011,2,5,,LawrenceWang,The Institute for Business and Finance Research,eng,63,72,,5695,10,unigram; bigram; trigram
ark://27927/pbd1phxgtxk,"5 Critiques of Centralized Control, 1930s - EEÄ - EE1970s",Open Standards and the Digital Age,2014,10.1017/CBO9781139856553.007,chapter,portico,01/01/2014,,,https://doi.org/10.1017/CBO9781139856553.007,Andrew L. Russell,Cambridge University Press,eng,131,160,,14976,30,unigram; bigram; trigram
ark://27927/phx4686wp42,Domestic robots: Has their time finally come?,The Industrial Robot,2017,10.1108/IR-01-2017-0018,article,portico,20/03/2017,2,44,http://doi.org/10.1108/IR-01-2017-0018,Bogue Robert,Emerald Group Publishing,eng,129,136,,3409,8,unigram; bigram; trigram
http://www.jstor.org/stable/24833902,Raytheon gets $3.1 million development contract,Inside the Army,2012,,article,jstor,30/07/2012,30,24,http://www.jstor.org/stable/24833902,Jen Judson,Inside Washington Publishers,eng,1,14,,2347,3,unigram; bigram; trigram
ark://27927/pgg1n071z39,Denial of service mitigation approach for IPv6 - EEÄ - EEenabled smart object networks,Concurrency and Computation: Practice and Experience,2013,10.1002/cpe.2850,article,portico,01/01/2013,1,25,http://doi.org/10.1002/cpe.2850,Jaime Lloret; Lu√≠s M. L. Oliveira; Joel J. P. C. Rodrigues; Issue Editor: Gilles Fedak; Issue Editor: Kai Lin; Issue Editor: Keqiu Li; Amaro F. de Sousa,"John Wiley & Sons, Inc.",eng,129,142,,8178,14,unigram; bigram; trigram
ark://27927/phw8v6f5kr,Open Data Policy Improves Democracy,SAIS Review of International Affairs,2014,,article,portico,21/06/2014,1,34,,,Project MUSE,eng,59,70,,4782,12,unigram; bigram; trigram
ark://27927/pgj2cq4g1p8,Enabling urban development in India through technology: making change effective,Journal of Indian Business Research,2010,10.1108/17554191011050271,article,portico,08/06/2010,2,2,http://doi.org/10.1108/17554191011050271,SusheelaVenkataraman RameshG,Emerald Group Publishing,eng,92,108,,9190,17,unigram; bigram; trigram
ark://27927/pgkz87nq47,A discourse analysis of hand hygiene policy in NHS Trusts,Journal of Infection Prevention,2015,10.1177/1757177415575412,article,portico,01/07/2015,4,16,http://doi.org/10.1177/1757177415575412,Mark Cole,SAGE Publications,eng,156,161,,4099,6,unigram; bigram; trigram
ark://27927/phz2zqrt15b,Mobile Transit Information from Universal Design and Crowdsourcing,Transportation Research Record,2011,10.3141/2217-12,article,portico,01/01/2011,1,2217,http://doi.org/10.3141/2217-12,Anthony Tomasic; Rafae Dar Aziz; John Zimmerman; Aaron Steinfeld; Daisy Yoo,SAGE Publications,eng,95,102,,6652,8,unigram; bigram; trigram
ark://27927/pbd189g5kh4,3. Corporate Philanthropy and the National Special Education Alliance,Making Computers Accessible,2015,,chapter,portico,01/01/2015,,,,"Petrick, Elizabeth R.",The Johns Hopkins University Press,eng,73,97,,10778,25,unigram; bigram; trigram
ark://27927/pgh3trc3bzj,Enabling the Net - EEÄ - EECentric Systems Model through Adapting Enterprise Security Services to the Mobile Users,INCOSE International Symposium,2011,10.1002/j.2334-5837.2011.tb01314.x,article,portico,01/06/2011,1,21,http://doi.org/10.1002/j.2334-5837.2011.tb01314.x,Bassam S. Farroha; Deborah L. Farroha,"John Wiley & Sons, Inc.",eng,3322,3337,,8895,16,unigram; bigram; trigram
ark://27927/phx2kb42521,From Tool to Partner: The Evolution of Human-Computer Interaction,Synthesis Lectures on Human-Centered Informatics,2017,10.2200/S00745ED1V01Y201612HCI035,article,portico,03/01/2017,1,10,http://doi.org/10.2200/S00745ED1V01Y201612HCI035,Jonathan Grudin,Morgan & Claypool Publishers,eng,i-183,i-183,,62542,183,unigram; bigram; trigram
ark://27927/phw25kjksw,A material history of bits,Journal of the American Society for Information Science and Technology,2011,10.1002/asi.21542,article,portico,01/06/2011,6,62,http://doi.org/10.1002/asi.21542,Jean - EEÄ - EEFran√ßois Blanchette,"John Wiley & Sons, Inc.",eng,1042,1057,,14603,16,unigram; bigram; trigram
http://www.jstor.org/stable/23630289,2010 Techno-Gift Guide,GPSolo,2010,,article,jstor,01/12/2010,8,27,http://www.jstor.org/stable/23630289,Jeffrey Allen,American Bar Association,eng,40,52,,11593,13,unigram; bigram; trigram
ark://27927/phzbm52p02m,Intra - EEÄ - EEcluster Knowledge Exchange and Frequency of Product Innovation in a Digital Cluster,Journal of Small Business Management,2019,10.1111/jsbm.12479,article,portico,01/11/2019,S2,57,http://doi.org/10.1111/jsbm.12479,Dragana Radicic; Nasiru Taura,"John Wiley & Sons, Inc.",eng,350,373,,14986,24,unigram; bigram; trigram
ark://27927/phz2hhxpxc0,The Voice of the Chinese Customer: Facilitating E-Commerce Encounters,International Journal of Market Research,2015,10.2501/IJMR-2015-037,article,portico,01/01/2015,3,57,http://doi.org/10.2501/IJMR-2015-037,James O. Stanworth; Clyde A. Warden; Ryan Shuwei Hsu,SAGE Publications,eng,459,482,,9958,24,unigram; bigram; trigram
ark://27927/phz96gfn54k,An Alternative Option to Dedicated Braille Notetakers for People with Visual Impairments: Universal Technology for Better Access,Journal of Visual Impairment & Blindness,2012,10.1177/0145482X1210601009,article,portico,01/10/2012,10,106,http://doi.org/10.1177/0145482X1210601009,Sunggye Hong,SAGE Publications,eng,650,655,,2753,6,unigram; bigram; trigram
ark://27927/pbd83p7j2b,Chapter 6: Computers and the Tyranny of Technology Consumption,User Unfriendly,2011,,chapter,portico,01/01/2011,,,,"Corn, Joseph J.",The Johns Hopkins University Press,eng,177,202,,11026,26,unigram; bigram; trigram
ark://27927/phxx01mhs7,Green computing on graphics processing units,Concurrency and Computation: Practice and Experience,2016,10.1002/cpe.3692,article,portico,01/11/2016,16,28,http://doi.org/10.1002/cpe.3692,Atsushi Suzuki; Issue Editor: Hai Jiang; Issue Editor: Fr√©d√©ric Magoul√®s; Issue Editor: Che - EEÄ - EELun Hung; Issue Editor: Jia Hu; Fr√©d√©ric Magoul√®s; Abal - EEÄ - EEKassim Cheik Ahamed,"John Wiley & Sons, Inc.",eng,4305,4325,,9237,21,unigram; bigram; trigram
ark://27927/pbf360bvf,Research Handbook on Governance of the Internet,Elgar E-Books,2013,10.4337/9781849805049,book,portico,30/04/2013,,,http://doi.org/10.4337/9781849805049,Ian  Brown,Edward Elgar Publishing,eng,,,,218363,512,unigram; bigram; trigram
http://www.jstor.org/stable/43550120,Is a Cambrian Explosion Coming for Robotics?,The Journal of Economic Perspectives,2015,,article,jstor,01/07/2015,3,29,http://www.jstor.org/stable/43550120,Gill A. Pratt,American Economic Association,eng,51,60,,4841,10,unigram; bigram; trigram
http://www.jstor.org/stable/41635339,LOST IN THE CLOUD: PROTECTING END-USER PRIVACY IN FEDERAL CLOUD COMPUTING CONTRACTS,Public Contract Law Journal,2012,,article,jstor,01/01/2012,2,41,http://www.jstor.org/stable/41635339,Joshua S. Parker,American Bar Association,eng,385,409,,10575,25,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctv1xxrwd.9,Making Space for Ageing:,Ageing and Technology,2016,,chapter,jstor,01/01/2016,,,http://www.jstor.org/stable/j.ctv1xxrwd.9,,,eng,141,162,,8418,22,unigram; bigram; trigram; fullText
ark://27927/phzbqd2kct1,Much ado about nothing? The (non-) politicisation of the European Union in social media debates on migration,European Union Politics,2019,10.1177/1465116518802058,article,portico,01/06/2019,2,20,http://doi.org/10.1177/1465116518802058,Esther Ademmer; Tobias St√∂hr; Anna Leupold,SAGE Publications,eng,305,327,,9787,23,unigram; bigram; trigram
ark://27927/pgj1g30dx51, - EEÄ - EEWe - EEÄ - EEve got a better situation - EEÄ - EE: the life and afterlife of virtual communities in Google Lively,Journal of Documentation,2015,10.1108/JD-09-2013-0116,article,portico,11/05/2015,3,71,http://doi.org/10.1108/JD-09-2013-0116,IstoHuvila,Emerald Group Publishing,eng,526,549,,13129,24,unigram; bigram; trigram
ark://27927/phz2jd9gr7c,Demonstration of public participation and communication through social media in the network society within Shanghai,Environment and Planning B: Urban Analytics and City Science,2018,10.1177/2399808317690154,article,portico,01/05/2018,3,45,http://doi.org/10.1177/2399808317690154,Yanliu Lin; Ben Derudder; Miaoxi Zhao,SAGE Publications,eng,529,547,,8602,19,unigram; bigram; trigram
ark://27927/phz2fsrnf8x,Anticipatory Socialization and the Construction of the Employable Graduate: A Critical Analysis of Employers - EEÄ - EE Graduate Careers Websites,"Work, Employment & Society",2018,10.1177/0950017016686031,article,portico,01/04/2018,2,32,http://doi.org/10.1177/0950017016686031,Karen Handley,SAGE Publications,eng,239,256,,8373,18,unigram; bigram; trigram
ark://27927/phz1tp79hb3,Libraries as redistributive technology: From capacity to culture in Queensland - EEÄ - EEs public library network,New Media & Society,2018,10.1177/1461444817738235,article,portico,01/08/2018,8,20,http://doi.org/10.1177/1461444817738235,Scott Mcquire; Danielle Wyatt; Danny Butt,SAGE Publications,eng,2934,2953,,9939,20,unigram; bigram; trigram
ark://27927/phw6h2kxfz,"Before It Was a Giant: The Early History of Symantec, 1982 - EEÄ - EE1999",IEEE Annals of the History of Computing,2016,,article,portico,21/12/2016,4,38,,James W. Cortada; William Aspray,Project MUSE,eng,26,41,,11392,16,unigram; bigram; trigram
ark://27927/pgk2f7r9qb1,Apple was sweeter when Steve Jobs held sway,Human Resource Management International Digest,2014,10.1108/HRMID-07-2014-0084,article,portico,03/06/2014,4,22,http://doi.org/10.1108/HRMID-07-2014-0084,VanithaPonnusamy ManiamKaliannan,Emerald Group Publishing,eng,25,28,,1257,4,unigram; bigram; trigram
ark://27927/phzd45vkt3t,Cloud Computing: A Silver Lining in the Dark Clouds of Crisis Management of Economic Slowdown,Asia Pacific Business Review,2010,10.1177/097324701000600308,article,portico,01/07/2010,3,6,http://doi.org/10.1177/097324701000600308,Revathy F. Hannah; T. Raju; B. L. Shivakumar,SAGE Publications,eng,99,105,,3690,7,unigram; bigram; trigram
ark://27927/phz1fxv90cp,ICT - EEÄ - EEsupported pedagogical policies and practices in South Africa and Chile: emerging economies and realities,Journal of Computer Assisted Learning,2010,10.1111/j.1365-2729.2010.00377.x,article,portico,01/12/2010,6,26,http://doi.org/10.1111/j.1365-2729.2010.00377.x,S.J. Howie,"John Wiley & Sons, Inc.",eng,507,522,,9540,16,unigram; bigram; trigram
ark://27927/phz959gn6w7,Small-Scale Evaluation: Principles and Practice,SAGE RESEARCH METHODS,2017,10.4135/9781526417930,book,portico,01/01/2017,,,http://doi.org/10.4135/9781526417930,Colin Robson,SAGE Publications,eng,,,,86185,233,unigram; bigram; trigram
ark://27927/phxwv07htj,Chapter 13. The Future of Web Information Retrieval,Google&#39;s PageRank and Beyond,2011,,chapter,portico,01/01/2011,,,,Amy N. Langville; Carl D. Meyer,Princeton University Press,eng,139,148,,5330,10,unigram; bigram; trigram
ark://27927/phzbq7kg6tn,Information technology outsourcing and architecture dynamic capabilities as enablers of organizational agility,Journal of Information Technology,2019,10.1177/0268396218816271,article,portico,01/06/2019,2,34,http://doi.org/10.1177/0268396218816271,Suzanne Rivard; Forough Karimi-Alaghehband,SAGE Publications,eng,129,159,,31715,31,unigram; bigram; trigram
ark://27927/pgj2d6ts0rb,New & Noteworthy,Library Hi Tech News,2011,10.1108/lhtn.2011.23928daa.001,article,portico,07/06/2011,4,28,http://doi.org/10.1108/lhtn.2011.23928daa.001,,Emerald Group Publishing,eng,null,,,5928,12,unigram; bigram; trigram
ark://27927/pgj2cqj2vgz,Personal health monitoring: ethical considerations for stakeholders,"Journal of Information, Communication and Ethics in Society",2013,10.1108/JICES-06-2013-0015,article,portico,12/08/2013,3,11,http://doi.org/10.1108/JICES-06-2013-0015,NordgrenAnders,Emerald Group Publishing,eng,156,173,,9138,18,unigram; bigram; trigram
ark://27927/phz10mh304s,A hybrid simulation platform for learning microprocessors,Computer Applications in Engineering Education,2018,10.1002/cae.21921,article,portico,01/05/2018,3,26,http://doi.org/10.1002/cae.21921,Panayotis M. Papazoglou,"John Wiley & Sons, Inc.",eng,655,674,,9254,20,unigram; bigram; trigram
ark://27927/pgj1gkprsrx,Opening libraries to cloud computing: a Kenyan perspective,Library Hi Tech News,2015,10.1108/LHTN-09-2014-0072,article,portico,05/05/2015,3,32,http://doi.org/10.1108/LHTN-09-2014-0072,JOTHAM MILIMOWASIKE,Emerald Group Publishing,eng,21,24,,2718,4,unigram; bigram; trigram
ark://27927/phx2s31mwjc,A vehicular network for social services using data dissemination,Transactions on Emerging Telecommunications Technologies,2017,10.1002/ett.2911,article,portico,01/01/2017,1,28,http://doi.org/10.1002/ett.2911,Nadia H. Khiadani; Faramarz Hendessi; Sayed Mostafa Safavi Hemami; Rasool Esmaeilyfard,"John Wiley & Sons, Inc.",eng,n/a,n/a,,12618,18,unigram; bigram; trigram
ark://27927/phx585h6xq,A multi - EEÄ - EEmode IFFT/FFT processor for IEEE 802.11ac: design and implementation,Wireless Communications and Mobile Computing,2016,10.1002/wcm.2643,article,portico,01/09/2016,13,16,http://doi.org/10.1002/wcm.2643,Abdelmohsen Ali; Walaa Hamouda,"John Wiley & Sons, Inc.",eng,1713,1725,,9153,13,unigram; bigram; trigram
ark://27927/phz1k1g8sh4,Open innovation platforms in tourism: how do stakeholders engage and reach consensus?,International Journal of Contemporary Hospitality Management,2018,10.1108/IJCHM-04-2016-0233,article,portico,11/06/2018,6,30,http://doi.org/10.1108/IJCHM-04-2016-0233,Lalicic Lidija,Emerald Group Publishing,eng,2517,2536,,10217,20,unigram; bigram; trigram
ark://27927/pgf8bq947h,Multi - EEÄ - EEstream video conferencing over a peer - EEÄ - EEto - EEÄ - EEpeer network,Bell Labs Technical Journal,2010,10.1002/bltj.20451,article,portico,01/09/2010,2,15,http://doi.org/10.1002/bltj.20451,Ron Sharp; Marc Benowitz; Adriaan J. de Lind van Wijngaarden; Bilgehan Erman; Edward Sutter; Elissa P. Matthews; Sam Samuel,"John Wiley & Sons, Inc.",eng,229,243,,7480,15,unigram; bigram; trigram
ark://27927/pgg40cn5kft,Examining interpersonal trust as a facilitator and uncertainty as an inhibitor of intra - EEÄ - EEorganisational knowledge sharing,Information Systems Journal,2014,10.1111/isj.12000,article,portico,01/03/2014,2,24,http://doi.org/10.1111/isj.12000,Meng - EEÄ - EEHsiang Hsu; Chun - EEÄ - EEMing Chang,"John Wiley & Sons, Inc.",eng,119,142,,11375,24,unigram; bigram; trigram
ark://27927/phz2wm2k9s2,FinTech evolution: Strategic value management issues in a fast changing industry,Strategic Change,2018,10.1002/jsc.2203,article,portico,01/07/2018,4,27,http://doi.org/10.1002/jsc.2203,Arvind Ashta; Guillaume Biot - EEÄ - EEPaquerot,"John Wiley & Sons, Inc.",eng,301,311,,11815,11,unigram; bigram; trigram
ark://27927/pgg3n6d9p40,Overcoming the  - EEÄ - EEIdeology of Openness - EEÄ - EE: Probing the Affordances of Social Media for¬†Organizational Knowledge Sharing,Journal of Computer-Mediated Communication,2013,10.1111/jcc4.12034,article,portico,01/10/2013,1,19,http://doi.org/10.1111/jcc4.12034,Jennifer L. Gibbs; Nik Ahmad Rozaidi; Julia Eisenberg,"John Wiley & Sons, Inc.",eng,102,120,,11690,19,unigram; bigram; trigram
ark://27927/phz8c76qpvd,NLP commercialisation in the last 25 years,Natural Language Engineering,2019,10.1017/S1351324919000135,article,portico,15/05/2019,3,25,http://doi.org/10.1017/S1351324919000135,Robert Dale,Cambridge University Press,eng,419,426,,4909,8,unigram; bigram; trigram
http://www.jstor.org/stable/24800006,RFI responses due July 28,Inside the Air Force,2011,,article,jstor,08/07/2011,27,22,http://www.jstor.org/stable/24800006,Jordana Mishory,Inside Washington Publishers,eng,11,12,,1710,2,unigram; bigram; trigram
ark://27927/phx1whh7h37,A Dynamic and Interactive Monitoring System of Data Center Resources,ITM Web of Conferences,2016,10.1051/itmconf/20160704014,article,portico,21/11/2016,null,7,http://doi.org/10.1051/itmconf/20160704014,T. Yang; J. Xu; Sheng-Er Zhou; T. Gong; Ling-Fei Yu,EDP Sciences,eng,,,,3111,6,unigram; bigram; trigram
ark://27927/phzq2qvrfv,The path toward a cloud - EEÄ - EEaware mobile network protocol stack,Transactions on Emerging Telecommunications Technologies,2018,10.1002/ett.3312,article,portico,01/05/2018,5,29,http://doi.org/10.1002/ett.3312,David Gutierrez - EEÄ - EEEstevez; Albert Banchs; Marco Gramaglia; Pablo Serrano; Dario Bega; Gines Garcia - EEÄ - EEAviles,"John Wiley & Sons, Inc.",eng,n/a,n/a,,6770,11,unigram; bigram; trigram
http://www.jstor.org/stable/23630589,LAWTECH OF TOMORROW,GPSolo,2012,,article,jstor,01/03/2012,2,29,http://www.jstor.org/stable/23630589,Brett Burney,American Bar Association,eng,24,26,,1197,3,unigram; bigram; trigram
ark://27927/pgg1v7qc7xz,What's So Meaningful about Meaningful Use?,Hastings Center Report,2013,10.1002/hast.154,article,portico,01/03/2013,2,43,http://doi.org/10.1002/hast.154,Kyle L. Galbraith,"John Wiley & Sons, Inc.",eng,15,17,,2344,3,unigram; bigram; trigram
http://www.jstor.org/stable/40961198,TRYING TO BECOME A DIFFERENT TYPE OF COMPANY: DYNAMIC CAPABILITY AT SMITH CORONA,Strategic Management Journal,2011,,article,jstor,01/01/2011,1,32,http://www.jstor.org/stable/40961198,ERWIN DANNEELS,Wiley,eng,1,31,,21811,31,unigram; bigram; trigram
http://www.jstor.org/stable/25699595,An Interdisciplinary Perspective on IT Services Management and Service Science,Journal of Management Information Systems,2010,,article,jstor,01/04/2010,4,26,http://www.jstor.org/stable/25699595,INDRANIL R. BARDHAN; HALUK DEMIRKAN; P.K. KANNAN; ROBERT J. KAUFFMAN; RYAN SOUGSTAD,"M.E. Sharpe, Inc.",eng,13,64,,25655,52,unigram; bigram; trigram
ark://27927/phz8c0b630g,2010 SID Display of the Year Award Winners,Information Display,2010,10.1002/j.2637-496X.2010.tb00262.x,article,portico,01/05/2010,05-Jun,26,http://doi.org/10.1002/j.2637-496X.2010.tb00262.x,Jenny Donelan,"John Wiley & Sons, Inc.",eng,18,22,,3350,5,unigram; bigram; trigram
